V2,V3,V4,V5,V6,,
临沂市,2014/7/1,134,轻度污染,PM2.5,,
德州市,2014/7/1,113,轻度污染,PM2.5,,
聊城市,2014/7/1,97,良,PM2.5,,
滨州市,2014/7/1,123,轻度污染,PM2.5,,
菏泽市,2014/7/1,92,良,PM2.5,,
郑州市,2014/7/1,94,良,PM10,,
开封市,2014/7/1,71,良,PM10,,
洛阳市,2014/7/1,62,良,PM10,,
平顶山市,2014/7/1,68,良,PM2.5,,
安阳市,2014/7/1,117,轻度污染,PM2.5,,
焦作市,2014/7/1,110,轻度污染,O3,,
三门峡市,2014/7/1,76,良,PM10,,
武汉市,2014/7/1,88,良,PM2.5,,
宜昌市,2014/7/1,78,良,PM2.5,,
荆州市,2014/7/1,80,良,PM2.5,,
长沙市,2014/7/1,95,良,PM2.5,,
株洲市,2014/7/1,63,良,PM2.5,,
湘潭市,2014/7/1,78,良,PM2.5,,
岳阳市,2014/7/1,91,良,PM10,,
常德市,2014/7/1,92,良,PM2.5,,
张家界市,2014/7/1,59,良,PM2.5,,
广州市,2014/7/1,43,优,,,
韶关市,2014/7/1,41,优,,,
深圳市,2014/7/1,32,优,,,
珠海市,2014/7/1,27,优,,,
汕头市,2014/7/1,28,优,,,
佛山市,2014/7/1,27,优,,,
江门市,2014/7/1,32,优,,,
湛江市,2014/7/1,33,优,,,
茂名市,2014/7/1,24,优,,,
肇庆市,2014/7/1,40,优,,,
惠州市,2014/7/1,26,优,,,
梅州市,2014/7/1,46,优,,,
汕尾市,2014/7/1,30,优,,,
河源市,2014/7/1,33,优,,,
阳江市,2014/7/1,27,优,,,
清远市,2014/7/1,44,优,,,
东莞市,2014/7/1,38,优,,,
中山市,2014/7/1,25,优,,,
潮州市,2014/7/1,39,优,,,
揭阳市,2014/7/1,38,优,,,
云浮市,2014/7/1,29,优,,,
南宁市,2014/7/1,28,优,,,
柳州市,2014/7/1,51,良,PM10,,
桂林市,2014/7/1,36,优,,,
北海市,2014/7/1,33,优,,,
海口市,2014/7/1,24,优,,,
三亚市,2014/7/1,28,优,,,
重庆市,2014/7/1,42,优,,,
成都市,2014/7/1,58,良,O3,,
自贡市,2014/7/1,53,良,PM10,,
攀枝花市,2014/7/1,66,良,PM10,,
泸州市,2014/7/1,53,良,PM2.5,,
德阳市,2014/7/1,76,良,O3,,
绵阳市,2014/7/1,60,良,O3,,
南充市,2014/7/1,48,优,,,
宜宾市,2014/7/1,53,良,PM2.5,,
贵阳市,2014/7/1,69,良,PM2.5,,
遵义市,2014/7/1,57,良,PM10,,
昆明市,2014/7/1,52,良,PM10,,
曲靖市,2014/7/1,36,优,,,
玉溪市,2014/7/1,37,优,,,
拉萨市,2014/7/1,83,良,O3,,
西安市,2014/7/1,96,良,PM10,,
铜川市,2014/7/1,53,良,PM10,O3,
宝鸡市,2014/7/1,80,良,O3,,
咸阳市,2014/7/1,71,良,PM10,,
渭南市,2014/7/1,95,良,PM10,,
延安市,2014/7/1,48,优,,,
兰州市,2014/7/1,77,良,PM2.5,,
嘉峪关市,2014/7/1,75,良,O3,,
金昌市,2014/7/1,65,良,O3,,
西宁市,2014/7/1,57,良,PM10,,
银川市,2014/7/1,78,良,PM10,,
石嘴山市,2014/7/1,82,良,O3,,
乌鲁木齐市,2014/7/1,70,良,PM10,,
克拉玛依市,2014/7/1,91,良,O3,,
库尔勒市,2014/7/1,74,良,O3,,
北京市,2014/6/30,185,中度污染,O3,,
天津市,2014/6/30,129,轻度污染,O3,,
石家庄市,2014/6/30,112,轻度污染,O3,,
唐山市,2014/6/30,185,中度污染,O3,,
秦皇岛市,2014/6/30,70,良,O3,,
邯郸市,2014/6/30,123,轻度污染,O3,,
邢台市,2014/6/30,99,良,O3,,
保定市,2014/6/30,140,轻度污染,O3,,
承德市,2014/6/30,130,轻度污染,O3,,
沧州市,2014/6/30,110,轻度污染,O3,,
廊坊市,2014/6/30,144,轻度污染,O3,,
衡水市,2014/6/30,138,轻度污染,O3,,
张家口市,2014/6/30,95,良,O3,,
太原市,2014/6/30,82,良,PM10,,
大同市,2014/6/30,58,良,O3,,
阳泉市,2014/6/30,75,良,PM10,,
长治市,2014/6/30,57,良,PM10,,
临汾市,2014/6/30,53,良,PM10,,
呼和浩特市,2014/6/30,71,良,O3,,
包头市,2014/6/30,69,良,O3,,
赤峰市,2014/6/30,69,良,PM10,,
鄂尔多斯市,2014/6/30,78,良,O3,,
沈阳市,2014/6/30,126,轻度污染,O3,,
大连市,2014/6/30,57,良,PM2.5,,
鞍山市,2014/6/30,110,轻度污染,PM2.5,,
抚顺市,2014/6/30,143,轻度污染,O3,,
本溪市,2014/6/30,70,良,PM10,,
丹东市,2014/6/30,80,良,O3,,
锦州市,2014/6/30,88,良,O3,,
营口市,2014/6/30,94,良,O3,,
盘锦市,2014/6/30,95,良,O3,,
葫芦岛市,2014/6/30,70,良,PM10,,
长春市,2014/6/30,74,良,PM10,,
吉林市,2014/6/30,80,良,O3,,
哈尔滨市,2014/6/30,67,良,O3,,
齐齐哈尔市,2014/6/30,57,良,PM10,,
大庆市,2014/6/30,63,良,O3,,
牡丹江市,2014/6/30,68,良,PM10,,
上海市,2014/6/30,83,良,PM2.5,,
南京市,2014/6/30,170,中度污染,PM2.5,,
无锡市,2014/6/30,107,轻度污染,PM2.5,,
徐州市,2014/6/30,103,轻度污染,PM2.5,,
常州市,2014/6/30,109,轻度污染,PM2.5,,
苏州市,2014/6/30,115,轻度污染,PM2.5,,
南通市,2014/6/30,138,轻度污染,PM2.5,,
连云港市,2014/6/30,194,中度污染,O3,,
淮安市,2014/6/30,162,中度污染,PM2.5,,
盐城市,2014/6/30,224,重度污染,PM2.5,,
扬州市,2014/6/30,182,中度污染,PM2.5,,
镇江市,2014/6/30,166,中度污染,PM2.5,,
泰州市,2014/6/30,189,中度污染,PM2.5,,
宿迁市,2014/6/30,212,重度污染,PM2.5,,
杭州市,2014/6/30,83,良,PM2.5,,
宁波市,2014/6/30,54,良,PM10,,
温州市,2014/6/30,58,良,NO2,,
嘉兴市,2014/6/30,75,良,PM2.5,O3,
湖州市,2014/6/30,88,良,PM2.5,,
金华市,2014/6/30,85,良,PM2.5,,
衢州市,2014/6/30,64,良,PM2.5,,
舟山市,2014/6/30,44,优,,,
台州市,2014/6/30,43,优,,,
丽水市,2014/6/30,56,良,O3,,
绍兴市,2014/6/30,79,良,PM2.5,,
合肥市,2014/6/30,158,中度污染,PM2.5,,
芜湖市,2014/6/30,134,轻度污染,PM2.5,,
马鞍山市,2014/6/30,113,轻度污染,PM2.5,,
福州市,2014/6/30,57,良,PM10,,
厦门市,2014/6/30,24,优,,,
泉州市,2014/6/30,45,优,,,
南昌市,2014/6/30,53,良,PM10,,
九江市,2014/6/30,57,良,PM2.5,,
济南市,2014/6/30,85,良,O3,,
青岛市,2014/6/30,104,轻度污染,O3,,
淄博市,2014/6/30,104,轻度污染,PM10,,
枣庄市,2014/6/30,160,中度污染,O3,,
东营市,2014/6/30,150,轻度污染,O3,,
烟台市,2014/6/30,96,良,O3,,
潍坊市,2014/6/30,165,中度污染,O3,,
济宁市,2014/6/30,148,轻度污染,O3,,
泰安市,2014/6/30,89,良,O3,,
威海市,2014/6/30,99,良,O3,,
日照市,2014/6/30,178,中度污染,PM2.5,,
莱芜市,2014/6/30,105,轻度污染,PM2.5,,
临沂市,2014/6/30,154,中度污染,O3,,
德州市,2014/6/30,90,良,O3,,
聊城市,2014/6/30,92,良,PM2.5,,
滨州市,2014/6/30,74,良,SO2,,
菏泽市,2014/6/30,105,轻度污染,PM2.5,,
郑州市,2014/6/30,120,轻度污染,PM2.5,,
开封市,2014/6/30,117,轻度污染,PM2.5,,
洛阳市,2014/6/30,70,良,PM10,,
平顶山市,2014/6/30,83,良,PM10,,
安阳市,2014/6/30,160,中度污染,O3,,
焦作市,2014/6/30,80,良,PM2.5,,
三门峡市,2014/6/30,72,良,PM10,,
武汉市,2014/6/30,103,轻度污染,PM2.5,,
宜昌市,2014/6/30,69,良,PM10,PM2.5,
荆州市,2014/6/30,109,轻度污染,PM2.5,,
长沙市,2014/6/30,90,良,PM2.5,,
株洲市,2014/6/30,92,良,PM2.5,,
湘潭市,2014/6/30,88,良,PM2.5,,
岳阳市,2014/6/30,94,良,PM10,,
常德市,2014/6/30,73,良,PM2.5,,
张家界市,2014/6/30,57,良,PM10,PM2.5,
广州市,2014/6/30,33,优,,,
韶关市,2014/6/30,41,优,,,
深圳市,2014/6/30,32,优,,,
珠海市,2014/6/30,27,优,,,
汕头市,2014/6/30,29,优,,,
佛山市,2014/6/30,29,优,,,
江门市,2014/6/30,36,优,,,
湛江市,2014/6/30,24,优,,,
茂名市,2014/6/30,19,优,,,
肇庆市,2014/6/30,37,优,,,
惠州市,2014/6/30,26,优,,,
梅州市,2014/6/30,37,优,,,
汕尾市,2014/6/30,28,优,,,
河源市,2014/6/30,33,优,,,
阳江市,2014/6/30,26,优,,,
清远市,2014/6/30,37,优,,,
东莞市,2014/6/30,42,优,,,
中山市,2014/6/30,29,优,,,
潮州市,2014/6/30,34,优,,,
揭阳市,2014/6/30,36,优,,,
云浮市,2014/6/30,49,优,,,
南宁市,2014/6/30,52,良,PM10,,
柳州市,2014/6/30,60,良,PM2.5,,
桂林市,2014/6/30,54,良,PM10,,
北海市,2014/6/30,34,优,,,
海口市,2014/6/30,17,优,,,
三亚市,2014/6/30,22,优,,,
重庆市,2014/6/30,44,优,,,
成都市,2014/6/30,68,良,NO2,,
自贡市,2014/6/30,60,良,PM10,,
攀枝花市,2014/6/30,54,良,SO2,,
泸州市,2014/6/30,58,良,PM2.5,,
德阳市,2014/6/30,63,良,PM2.5,,
绵阳市,2014/6/30,58,良,PM2.5,,
南充市,2014/6/30,64,良,PM2.5,,
宜宾市,2014/6/30,50,优,,,
贵阳市,2014/6/30,78,良,PM2.5,,
遵义市,2014/6/30,50,优,,,
昆明市,2014/6/30,41,优,,,
曲靖市,2014/6/30,33,优,,,
玉溪市,2014/6/30,32,优,,,
拉萨市,2014/6/30,72,良,O3,,
西安市,2014/6/30,102,轻度污染,PM2.5,,
铜川市,2014/6/30,72,良,PM10,,
宝鸡市,2014/6/30,80,良,O3,,
咸阳市,2014/6/30,70,良,PM10,,
渭南市,2014/6/30,93,良,PM2.5,,
延安市,2014/6/30,65,良,PM10,,
兰州市,2014/6/30,84,良,PM2.5,,
嘉峪关市,2014/6/30,80,良,O3,,
金昌市,2014/6/30,70,良,O3,,
西宁市,2014/6/30,68,良,PM2.5,,
银川市,2014/6/30,88,良,PM10,,
石嘴山市,2014/6/30,75,良,O3,,
乌鲁木齐市,2014/6/30,94,良,PM10,,
克拉玛依市,2014/6/30,75,良,O3,,
库尔勒市,2014/6/30,80,良,PM10,,
北京市,2014/6/29,161,中度污染,O3,,
天津市,2014/6/29,112,轻度污染,O3,,
石家庄市,2014/6/29,94,良,PM10,,
唐山市,2014/6/29,122,轻度污染,O3,,
秦皇岛市,2014/6/29,57,良,PM10,,
邯郸市,2014/6/29,106,轻度污染,PM10,,
邢台市,2014/6/29,78,良,NO2,PM10,
保定市,2014/6/29,130,轻度污染,O3,,
承德市,2014/6/29,65,良,O3,,
沧州市,2014/6/29,129,轻度污染,O3,,
廊坊市,2014/6/29,134,轻度污染,O3,,
衡水市,2014/6/29,124,轻度污染,O3,,
张家口市,2014/6/29,83,良,O3,,
太原市,2014/6/29,75,良,PM10,,
大同市,2014/6/29,70,良,PM10,,
阳泉市,2014/6/29,65,良,PM10,,
长治市,2014/6/29,57,良,PM10,,
临汾市,2014/6/29,53,良,PM2.5,,
呼和浩特市,2014/6/29,74,良,PM10,,
包头市,2014/6/29,64,良,PM10,,
赤峰市,2014/6/29,65,良,PM10,,
鄂尔多斯市,2014/6/29,81,良,O3,,
沈阳市,2014/6/29,90,良,O3,,
大连市,2014/6/29,41,优,,,
鞍山市,2014/6/29,130,轻度污染,PM2.5,,
抚顺市,2014/6/29,75,良,O3,,
本溪市,2014/6/29,69,良,PM10,,
丹东市,2014/6/29,64,良,O3,,
锦州市,2014/6/29,76,良,O3,,
营口市,2014/6/29,77,良,O3,,
盘锦市,2014/6/29,77,良,O3,,
葫芦岛市,2014/6/29,59,良,PM10,,
长春市,2014/6/29,63,良,PM10,,
吉林市,2014/6/29,67,良,O3,,
哈尔滨市,2014/6/29,58,良,O3,,
齐齐哈尔市,2014/6/29,57,良,PM10,,
大庆市,2014/6/29,60,良,O3,,
牡丹江市,2014/6/29,65,良,O3,,
上海市,2014/6/29,130,轻度污染,PM2.5,,
南京市,2014/6/29,221,重度污染,PM2.5,,
无锡市,2014/6/29,140,轻度污染,O3,,
徐州市,2014/6/29,84,良,PM10,,
常州市,2014/6/29,159,中度污染,PM2.5,,
苏州市,2014/6/29,169,中度污染,PM2.5,,
南通市,2014/6/29,211,重度污染,PM2.5,,
连云港市,2014/6/29,204,重度污染,O3,,
淮安市,2014/6/29,126,轻度污染,O3,,
盐城市,2014/6/29,125,轻度污染,PM2.5,,
扬州市,2014/6/29,218,重度污染,PM2.5,,
镇江市,2014/6/29,219,重度污染,PM2.5,,
泰州市,2014/6/29,201,重度污染,PM2.5,,
宿迁市,2014/6/29,168,中度污染,PM2.5,,
杭州市,2014/6/29,70,良,PM2.5,,
宁波市,2014/6/29,51,良,PM10,,
温州市,2014/6/29,59,良,NO2,,
嘉兴市,2014/6/29,115,轻度污染,O3,,
湖州市,2014/6/29,103,轻度污染,O3,,
金华市,2014/6/29,63,良,PM2.5,,
衢州市,2014/6/29,49,优,,,
舟山市,2014/6/29,42,优,,,
台州市,2014/6/29,46,优,,,
丽水市,2014/6/29,41,优,,,
绍兴市,2014/6/29,45,优,,,
合肥市,2014/6/29,169,中度污染,PM2.5,,
芜湖市,2014/6/29,129,轻度污染,PM2.5,,
马鞍山市,2014/6/29,150,轻度污染,PM2.5,,
福州市,2014/6/29,51,良,PM10,,
厦门市,2014/6/29,38,优,,,
泉州市,2014/6/29,40,优,,,
南昌市,2014/6/29,48,优,,,
九江市,2014/6/29,63,良,PM10,,
济南市,2014/6/29,124,轻度污染,O3,,
青岛市,2014/6/29,88,良,O3,,
淄博市,2014/6/29,145,轻度污染,O3,,
枣庄市,2014/6/29,149,轻度污染,O3,,
东营市,2014/6/29,183,中度污染,O3,,
烟台市,2014/6/29,85,良,O3,,
潍坊市,2014/6/29,132,轻度污染,O3,,
济宁市,2014/6/29,101,轻度污染,O3,,
泰安市,2014/6/29,101,轻度污染,PM10,,
威海市,2014/6/29,111,轻度污染,O3,,
日照市,2014/6/29,123,轻度污染,O3,,
莱芜市,2014/6/29,130,轻度污染,O3,,
临沂市,2014/6/29,136,轻度污染,O3,,
德州市,2014/6/29,95,良,O3,,
聊城市,2014/6/29,106,轻度污染,PM10,,
滨州市,2014/6/29,150,轻度污染,PM2.5,,
菏泽市,2014/6/29,82,良,O3,,
郑州市,2014/6/29,81,良,PM10,,
开封市,2014/6/29,79,良,PM2.5,,
洛阳市,2014/6/29,52,良,PM10,,
平顶山市,2014/6/29,98,良,PM2.5,,
安阳市,2014/6/29,76,良,PM10,,
焦作市,2014/6/29,69,良,PM2.5,,
三门峡市,2014/6/29,57,良,PM10,,
武汉市,2014/6/29,85,良,PM2.5,,
宜昌市,2014/6/29,70,良,PM10,,
荆州市,2014/6/29,102,轻度污染,PM2.5,,
长沙市,2014/6/29,48,优,,,
株洲市,2014/6/29,54,良,PM10,,
湘潭市,2014/6/29,55,良,PM10,O3,
岳阳市,2014/6/29,73,良,PM10,,
常德市,2014/6/29,83,良,PM2.5,,
张家界市,2014/6/29,58,良,PM2.5,,
广州市,2014/6/29,85,良,O3,,
韶关市,2014/6/29,77,良,O3,,
深圳市,2014/6/29,35,优,,,
珠海市,2014/6/29,28,优,,,
汕头市,2014/6/29,25,优,,,
佛山市,2014/6/29,92,良,O3,,
江门市,2014/6/29,34,优,,,
湛江市,2014/6/29,23,优,,,
茂名市,2014/6/29,25,优,,,
肇庆市,2014/6/29,98,良,O3,,
惠州市,2014/6/29,32,优,,,
梅州市,2014/6/29,48,优,,,
汕尾市,2014/6/29,28,优,,,
河源市,2014/6/29,39,优,,,
阳江市,2014/6/29,28,优,,,
清远市,2014/6/29,60,良,PM10,,
东莞市,2014/6/29,67,良,O3,,
中山市,2014/6/29,26,优,,,
潮州市,2014/6/29,35,优,,,
揭阳市,2014/6/29,38,优,,,
云浮市,2014/6/29,78,良,O3,,
南宁市,2014/6/29,55,良,PM10,,
柳州市,2014/6/29,87,良,O3,,
桂林市,2014/6/29,65,良,PM2.5,,
北海市,2014/6/29,40,优,,,
海口市,2014/6/29,20,优,,,
三亚市,2014/6/29,24,优,,,
重庆市,2014/6/29,39,优,,,
成都市,2014/6/29,60,良,NO2,,
自贡市,2014/6/29,53,良,PM10,,
攀枝花市,2014/6/29,52,良,SO2,,
泸州市,2014/6/29,50,优,,,
德阳市,2014/6/29,73,良,O3,,
绵阳市,2014/6/29,55,良,O3,,
南充市,2014/6/29,60,良,PM2.5,,
宜宾市,2014/6/29,39,优,,,
贵阳市,2014/6/29,37,优,,,
遵义市,2014/6/29,56,良,PM10,,
昆明市,2014/6/29,38,优,,,
曲靖市,2014/6/29,27,优,,,
玉溪市,2014/6/29,19,优,,,
拉萨市,2014/6/29,81,良,O3,,
西安市,2014/6/29,65,良,O3,,
铜川市,2014/6/29,71,良,O3,,
宝鸡市,2014/6/29,56,良,O3,,
咸阳市,2014/6/29,49,优,,,
渭南市,2014/6/29,51,良,PM10,,
延安市,2014/6/29,55,良,NO2,,
兰州市,2014/6/29,69,良,PM10,,
嘉峪关市,2014/6/29,75,良,O3,,
金昌市,2014/6/29,68,良,O3,,
西宁市,2014/6/29,73,良,PM2.5,,
银川市,2014/6/29,74,良,O3,,
石嘴山市,2014/6/29,85,良,PM2.5,O3,
乌鲁木齐市,2014/6/29,82,良,PM10,,
克拉玛依市,2014/6/29,91,良,O3,,
库尔勒市,2014/6/29,82,良,PM10,,
北京市,2014/6/28,77,良,O3,,
天津市,2014/6/28,76,良,O3,,
石家庄市,2014/6/28,77,良,PM10,,
唐山市,2014/6/28,78,良,PM10,,
秦皇岛市,2014/6/28,67,良,PM10,,
邯郸市,2014/6/28,141,轻度污染,O3,,
邢台市,2014/6/28,111,轻度污染,O3,,
保定市,2014/6/28,88,良,O3,,
承德市,2014/6/28,58,良,PM10,,
沧州市,2014/6/28,101,轻度污染,O3,,
廊坊市,2014/6/28,76,良,O3,,
衡水市,2014/6/28,107,轻度污染,O3,,
张家口市,2014/6/28,44,优,,,
太原市,2014/6/28,72,良,PM10,,
大同市,2014/6/28,62,良,PM10,,
阳泉市,2014/6/28,71,良,PM10,,
长治市,2014/6/28,61,良,PM10,,
临汾市,2014/6/28,88,良,PM2.5,,
呼和浩特市,2014/6/28,99,良,O3,,
包头市,2014/6/28,87,良,PM10,,
赤峰市,2014/6/28,58,良,PM10,,
鄂尔多斯市,2014/6/28,97,良,O3,,
沈阳市,2014/6/28,47,优,,,
大连市,2014/6/28,36,优,,,
鞍山市,2014/6/28,60,良,PM2.5,,
抚顺市,2014/6/28,47,优,,,
本溪市,2014/6/28,53,良,PM10,,
丹东市,2014/6/28,47,优,,,
锦州市,2014/6/28,47,优,,,
营口市,2014/6/28,48,优,,,
盘锦市,2014/6/28,42,优,,,
葫芦岛市,2014/6/28,47,优,,,
长春市,2014/6/28,58,良,PM10,,
吉林市,2014/6/28,49,优,,,
哈尔滨市,2014/6/28,52,良,O3,,
齐齐哈尔市,2014/6/28,46,优,,,
大庆市,2014/6/28,40,优,,,
牡丹江市,2014/6/28,55,良,O3,,
上海市,2014/6/28,124,轻度污染,PM2.5,,
南京市,2014/6/28,132,轻度污染,PM2.5,,
无锡市,2014/6/28,140,轻度污染,PM2.5,,
徐州市,2014/6/28,81,良,O3,,
常州市,2014/6/28,130,轻度污染,PM2.5,,
苏州市,2014/6/28,134,轻度污染,PM2.5,,
南通市,2014/6/28,162,中度污染,PM2.5,,
连云港市,2014/6/28,100,良,O3,,
淮安市,2014/6/28,94,良,O3,,
盐城市,2014/6/28,73,良,O3,,
扬州市,2014/6/28,117,轻度污染,PM2.5,,
镇江市,2014/6/28,107,轻度污染,PM2.5,,
泰州市,2014/6/28,114,轻度污染,PM2.5,,
宿迁市,2014/6/28,87,良,O3,,
杭州市,2014/6/28,70,良,PM2.5,,
宁波市,2014/6/28,55,良,NO2,,
温州市,2014/6/28,48,优,,,
嘉兴市,2014/6/28,90,良,O3,,
湖州市,2014/6/28,111,轻度污染,O3,,
金华市,2014/6/28,53,良,PM2.5,,
衢州市,2014/6/28,35,优,,,
舟山市,2014/6/28,46,优,,,
台州市,2014/6/28,36,优,,,
丽水市,2014/6/28,37,优,,,
绍兴市,2014/6/28,57,良,NO2,,
合肥市,2014/6/28,107,轻度污染,PM2.5,,
芜湖市,2014/6/28,113,轻度污染,PM2.5,,
马鞍山市,2014/6/28,100,良,PM2.5,,
福州市,2014/6/28,56,良,PM10,,
厦门市,2014/6/28,46,优,,,
泉州市,2014/6/28,79,良,PM10,,
南昌市,2014/6/28,51,良,PM10,,
九江市,2014/6/28,60,良,PM2.5,,
济南市,2014/6/28,130,轻度污染,O3,,
青岛市,2014/6/28,79,良,O3,,
淄博市,2014/6/28,123,轻度污染,O3,,
枣庄市,2014/6/28,136,轻度污染,O3,,
东营市,2014/6/28,146,轻度污染,O3,,
烟台市,2014/6/28,110,轻度污染,O3,,
潍坊市,2014/6/28,172,中度污染,O3,,
济宁市,2014/6/28,158,中度污染,O3,,
泰安市,2014/6/28,91,良,O3,,
威海市,2014/6/28,115,轻度污染,O3,,
日照市,2014/6/28,69,良,O3,,
莱芜市,2014/6/28,128,轻度污染,O3,,
临沂市,2014/6/28,104,轻度污染,O3,,
德州市,2014/6/28,94,良,O3,,
聊城市,2014/6/28,100,良,PM10,,
滨州市,2014/6/28,86,良,SO2,,
菏泽市,2014/6/28,126,轻度污染,O3,,
郑州市,2014/6/28,93,良,PM10,PM2.5,
开封市,2014/6/28,101,轻度污染,PM10,,
洛阳市,2014/6/28,71,良,PM10,,
平顶山市,2014/6/28,90,良,O3,,
安阳市,2014/6/28,119,轻度污染,PM2.5,,
焦作市,2014/6/28,97,良,PM2.5,,
三门峡市,2014/6/28,85,良,O3,,
武汉市,2014/6/28,72,良,PM2.5,,
宜昌市,2014/6/28,72,良,PM2.5,,
荆州市,2014/6/28,75,良,PM2.5,,
长沙市,2014/6/28,72,良,PM2.5,,
株洲市,2014/6/28,59,良,PM10,PM2.5,
湘潭市,2014/6/28,70,良,PM2.5,,
岳阳市,2014/6/28,72,良,PM10,,
常德市,2014/6/28,69,良,PM2.5,,
张家界市,2014/6/28,55,良,PM10,,
广州市,2014/6/28,107,轻度污染,O3,,
韶关市,2014/6/28,110,轻度污染,O3,,
深圳市,2014/6/28,38,优,,,
珠海市,2014/6/28,29,优,,,
汕头市,2014/6/28,42,优,,,
佛山市,2014/6/28,102,轻度污染,O3,,
江门市,2014/6/28,38,优,,,
湛江市,2014/6/28,20,优,,,
茂名市,2014/6/28,29,优,,,
肇庆市,2014/6/28,66,良,O3,,
惠州市,2014/6/28,41,优,,,
梅州市,2014/6/28,56,良,PM10,,
汕尾市,2014/6/28,35,优,,,
河源市,2014/6/28,51,良,PM10,,
阳江市,2014/6/28,26,优,,,
清远市,2014/6/28,74,良,O3,,
东莞市,2014/6/28,113,轻度污染,O3,,
中山市,2014/6/28,42,优,,,
潮州市,2014/6/28,76,良,O3,,
揭阳市,2014/6/28,70,良,O3,,
云浮市,2014/6/28,43,优,,,
南宁市,2014/6/28,59,良,PM10,,
柳州市,2014/6/28,58,良,PM2.5,,
桂林市,2014/6/28,57,良,PM2.5,,
北海市,2014/6/28,48,优,,,
海口市,2014/6/28,28,优,,,
三亚市,2014/6/28,30,优,,,
重庆市,2014/6/28,64,良,PM10,,
成都市,2014/6/28,89,良,PM2.5,,
自贡市,2014/6/28,85,良,PM10,,
攀枝花市,2014/6/28,52,良,SO2,,
泸州市,2014/6/28,93,良,PM2.5,,
德阳市,2014/6/28,78,良,PM10,,
绵阳市,2014/6/28,59,良,PM2.5,,
南充市,2014/6/28,69,良,PM2.5,,
宜宾市,2014/6/28,61,良,PM10,,
贵阳市,2014/6/28,54,良,PM2.5,,
遵义市,2014/6/28,58,良,PM2.5,,
昆明市,2014/6/28,47,优,,,
曲靖市,2014/6/28,36,优,,,
玉溪市,2014/6/28,35,优,,,
拉萨市,2014/6/28,70,良,O3,,
西安市,2014/6/28,86,良,PM10,,
铜川市,2014/6/28,53,良,PM10,,
宝鸡市,2014/6/28,57,良,PM10,,
咸阳市,2014/6/28,62,良,PM10,,
渭南市,2014/6/28,69,良,PM2.5,,
延安市,2014/6/28,58,良,NO2,,
兰州市,2014/6/28,57,良,PM2.5,,
嘉峪关市,2014/6/28,82,良,O3,,
金昌市,2014/6/28,63,良,O3,,
西宁市,2014/6/28,43,优,,,
银川市,2014/6/28,74,良,PM10,,
石嘴山市,2014/6/28,62,良,PM10,,
乌鲁木齐市,2014/6/28,82,良,PM10,,
克拉玛依市,2014/6/28,112,轻度污染,O3,,
库尔勒市,2014/6/28,139,轻度污染,PM10,,
北京市,2014/6/27,68,良,O3,,
天津市,2014/6/27,74,良,O3,,
石家庄市,2014/6/27,94,良,O3,,
唐山市,2014/6/27,71,良,PM10,,
秦皇岛市,2014/6/27,53,良,PM10,,
邯郸市,2014/6/27,102,轻度污染,PM2.5,,
邢台市,2014/6/27,80,良,O3,,
保定市,2014/6/27,94,良,PM10,,
承德市,2014/6/27,49,优,,,
沧州市,2014/6/27,85,良,O3,,
廊坊市,2014/6/27,82,良,O3,,
衡水市,2014/6/27,107,轻度污染,O3,,
张家口市,2014/6/27,46,优,,,
太原市,2014/6/27,66,良,PM10,,
大同市,2014/6/27,51,良,PM10,,
阳泉市,2014/6/27,85,良,PM10,,
长治市,2014/6/27,79,良,PM10,,
临汾市,2014/6/27,69,良,PM2.5,,
呼和浩特市,2014/6/27,87,良,O3,,
包头市,2014/6/27,64,良,PM10,O3,
赤峰市,2014/6/27,44,优,,,
鄂尔多斯市,2014/6/27,68,良,O3,,
沈阳市,2014/6/27,44,优,,,
大连市,2014/6/27,36,优,,,
鞍山市,2014/6/27,55,良,O3,,
抚顺市,2014/6/27,40,优,,,
本溪市,2014/6/27,59,良,PM2.5,,
丹东市,2014/6/27,47,优,,,
锦州市,2014/6/27,45,优,,,
营口市,2014/6/27,83,良,O3,,
盘锦市,2014/6/27,68,良,O3,,
葫芦岛市,2014/6/27,41,优,,,
长春市,2014/6/27,46,优,,,
吉林市,2014/6/27,46,优,,,
哈尔滨市,2014/6/27,40,优,,,
齐齐哈尔市,2014/6/27,32,优,,,
大庆市,2014/6/27,41,优,,,
牡丹江市,2014/6/27,54,良,PM10,,
上海市,2014/6/27,52,良,NO2,,
南京市,2014/6/27,77,良,PM2.5,,
无锡市,2014/6/27,80,良,PM2.5,,
徐州市,2014/6/27,94,良,O3,,
常州市,2014/6/27,62,良,PM2.5,,
苏州市,2014/6/27,62,良,PM2.5,,
南通市,2014/6/27,50,优,,,
连云港市,2014/6/27,152,中度污染,O3,,
淮安市,2014/6/27,102,轻度污染,O3,,
盐城市,2014/6/27,75,良,O3,,
扬州市,2014/6/27,70,良,PM10,,
镇江市,2014/6/27,62,良,PM10,,
泰州市,2014/6/27,54,良,PM10,PM2.5,
宿迁市,2014/6/27,114,轻度污染,O3,,
杭州市,2014/6/27,67,良,NO2,,
宁波市,2014/6/27,53,良,NO2,,
温州市,2014/6/27,75,良,PM2.5,,
嘉兴市,2014/6/27,58,良,PM2.5,,
湖州市,2014/6/27,49,优,,,
金华市,2014/6/27,47,优,,,
衢州市,2014/6/27,48,优,,,
