V2,V3,V4,V5,V6,,
包头市,2014/3/26,132,轻度污染,PM10,,
赤峰市,2014/3/26,105,轻度污染,PM10,,
鄂尔多斯市,2014/3/26,85,良,O3,,
沈阳市,2014/3/26,234,重度污染,PM2.5,,
大连市,2014/3/26,63,良,PM2.5,,
鞍山市,2014/3/26,243,重度污染,PM2.5,,
抚顺市,2014/3/26,175,中度污染,PM2.5,,
本溪市,2014/3/26,215,重度污染,PM2.5,,
丹东市,2014/3/26,104,轻度污染,PM2.5,,
锦州市,2014/3/26,145,轻度污染,PM2.5,,
营口市,2014/3/26,98,良,PM2.5,,
盘锦市,2014/3/26,125,轻度污染,PM2.5,,
葫芦岛市,2014/3/26,104,轻度污染,PM2.5,,
长春市,2014/3/26,234,重度污染,PM2.5,,
吉林市,2014/3/26,155,中度污染,PM2.5,,
哈尔滨市,2014/3/26,182,中度污染,PM2.5,,
齐齐哈尔市,2014/3/26,78,良,PM2.5,,
大庆市,2014/3/26,137,轻度污染,PM2.5,,
牡丹江市,2014/3/26,140,轻度污染,PM2.5,,
上海市,2014/3/26,112,轻度污染,PM2.5,,
南京市,2014/3/26,93,良,PM2.5,,
无锡市,2014/3/26,100,良,PM2.5,,
徐州市,2014/3/26,113,轻度污染,PM2.5,,
常州市,2014/3/26,87,良,PM2.5,,
苏州市,2014/3/26,120,轻度污染,PM2.5,,
南通市,2014/3/26,104,轻度污染,PM2.5,,
连云港市,2014/3/26,203,重度污染,PM2.5,,
淮安市,2014/3/26,199,中度污染,PM2.5,,
盐城市,2014/3/26,112,轻度污染,PM2.5,,
扬州市,2014/3/26,89,良,PM2.5,,
镇江市,2014/3/26,85,良,PM2.5,,
泰州市,2014/3/26,83,良,PM2.5,,
宿迁市,2014/3/26,179,中度污染,PM2.5,,
杭州市,2014/3/26,107,轻度污染,PM2.5,,
宁波市,2014/3/26,107,轻度污染,PM2.5,,
温州市,2014/3/26,99,良,PM2.5,,
嘉兴市,2014/3/26,99,良,PM2.5,,
湖州市,2014/3/26,103,轻度污染,O3,,
金华市,2014/3/26,117,轻度污染,PM2.5,,
衢州市,2014/3/26,138,轻度污染,PM2.5,,
舟山市,2014/3/26,76,良,O3,,
台州市,2014/3/26,109,轻度污染,PM2.5,,
丽水市,2014/3/26,87,良,PM2.5,,
绍兴市,2014/3/26,134,轻度污染,PM2.5,,
合肥市,2014/3/26,104,轻度污染,PM2.5,,
芜湖市,2014/3/26,79,良,PM10,,
马鞍山市,2014/3/26,95,良,PM2.5,,
福州市,2014/3/26,88,良,PM10,,
厦门市,2014/3/26,104,轻度污染,NO2,,
泉州市,2014/3/26,97,良,PM10,,
南昌市,2014/3/26,67,良,PM2.5,,
九江市,2014/3/26,66,良,PM10,,
济南市,2014/3/26,202,重度污染,PM2.5,,
青岛市,2014/3/26,134,轻度污染,PM2.5,,
淄博市,2014/3/26,250,重度污染,PM2.5,,
枣庄市,2014/3/26,206,重度污染,PM2.5,,
东营市,2014/3/26,276,重度污染,PM2.5,,
烟台市,2014/3/26,122,轻度污染,PM2.5,,
潍坊市,2014/3/26,222,重度污染,PM2.5,,
济宁市,2014/3/26,158,中度污染,PM2.5,,
泰安市,2014/3/26,242,重度污染,PM2.5,,
威海市,2014/3/26,83,良,PM2.5,,
日照市,2014/3/26,200,中度污染,PM2.5,,
莱芜市,2014/3/26,226,重度污染,PM2.5,,
临沂市,2014/3/26,277,重度污染,PM2.5,,
德州市,2014/3/26,241,重度污染,PM2.5,,
聊城市,2014/3/26,222,重度污染,PM2.5,,
滨州市,2014/3/26,310,严重污染,PM2.5,,
菏泽市,2014/3/26,135,轻度污染,PM2.5,,
郑州市,2014/3/26,205,重度污染,PM2.5,,
开封市,2014/3/26,118,轻度污染,PM2.5,,
洛阳市,2014/3/26,199,中度污染,PM2.5,,
平顶山市,2014/3/26,186,中度污染,PM2.5,,
安阳市,2014/3/26,169,中度污染,PM2.5,,
焦作市,2014/3/26,215,重度污染,PM2.5,,
三门峡市,2014/3/26,168,中度污染,PM2.5,,
武汉市,2014/3/26,104,轻度污染,PM2.5,,
宜昌市,2014/3/26,77,良,PM2.5,,
荆州市,2014/3/26,112,轻度污染,PM2.5,,
长沙市,2014/3/26,93,良,PM2.5,,
株洲市,2014/3/26,92,良,PM2.5,,
湘潭市,2014/3/26,84,良,PM2.5,,
岳阳市,2014/3/26,80,良,PM10,,
常德市,2014/3/26,75,良,PM2.5,,
张家界市,2014/3/26,85,良,PM2.5,,
广州市,2014/3/26,95,良,O3,,
韶关市,2014/3/26,114,轻度污染,PM2.5,,
深圳市,2014/3/26,62,良,NO2,,
珠海市,2014/3/26,45,优,,,
汕头市,2014/3/26,89,良,PM2.5,,
佛山市,2014/3/26,94,良,O3,,
江门市,2014/3/26,62,良,O3,,
湛江市,2014/3/26,44,优,,,
茂名市,2014/3/26,54,良,PM10,,
肇庆市,2014/3/26,84,良,O3,,
惠州市,2014/3/26,78,良,O3,,
梅州市,2014/3/26,110,轻度污染,O3,,
汕尾市,2014/3/26,79,良,PM2.5,,
河源市,2014/3/26,95,良,O3,,
阳江市,2014/3/26,59,良,O3,,
清远市,2014/3/26,140,轻度污染,PM2.5,,
东莞市,2014/3/26,101,轻度污染,NO2,,
中山市,2014/3/26,60,良,PM10,,
潮州市,2014/3/26,99,良,PM2.5,,
揭阳市,2014/3/26,129,轻度污染,PM2.5,,
云浮市,2014/3/26,50,优,,,
南宁市,2014/3/26,81,良,PM10,,
柳州市,2014/3/26,183,中度污染,PM2.5,,
桂林市,2014/3/26,135,轻度污染,PM2.5,,
北海市,2014/3/26,67,良,O3,,
海口市,2014/3/26,38,优,,,
三亚市,2014/3/26,40,优,,,
重庆市,2014/3/26,97,良,PM2.5,,
成都市,2014/3/26,210,重度污染,PM2.5,,
自贡市,2014/3/26,125,轻度污染,PM2.5,,
攀枝花市,2014/3/26,64,良,PM10,,
泸州市,2014/3/26,112,轻度污染,PM2.5,,
德阳市,2014/3/26,201,重度污染,PM2.5,,
绵阳市,2014/3/26,150,轻度污染,PM2.5,,
南充市,2014/3/26,130,轻度污染,PM2.5,,
宜宾市,2014/3/26,115,轻度污染,PM2.5,,
贵阳市,2014/3/26,79,良,PM2.5,,
遵义市,2014/3/26,90,良,PM2.5,,
昆明市,2014/3/26,84,良,PM10,,
曲靖市,2014/3/26,61,良,PM10,,
玉溪市,2014/3/26,63,良,PM10,,
拉萨市,2014/3/26,60,良,PM10,,
西安市,2014/3/26,129,轻度污染,PM10,,
铜川市,2014/3/26,88,良,O3,,
宝鸡市,2014/3/26,97,良,PM10,O3,
咸阳市,2014/3/26,113,轻度污染,O3,,
渭南市,2014/3/26,111,轻度污染,PM10,,
延安市,2014/3/26,95,良,PM10,,
兰州市,2014/3/26,140,轻度污染,PM10,,
嘉峪关市,2014/3/26,121,轻度污染,PM10,,
金昌市,2014/3/26,187,中度污染,PM10,,
西宁市,2014/3/26,97,良,PM10,,
银川市,2014/3/26,121,轻度污染,PM10,,
石嘴山市,2014/3/26,102,轻度污染,O3,,
乌鲁木齐市,2014/3/26,56,良,PM10,,
克拉玛依市,2014/3/26,45,优,,,
库尔勒市,2014/3/26,150,轻度污染,PM10,,
北京市,2014/3/25,255,重度污染,PM2.5,,
天津市,2014/3/25,218,重度污染,PM2.5,,
石家庄市,2014/3/25,210,重度污染,PM2.5,,
唐山市,2014/3/25,242,重度污染,PM2.5,,
秦皇岛市,2014/3/25,224,重度污染,PM2.5,,
邯郸市,2014/3/25,209,重度污染,PM2.5,,
邢台市,2014/3/25,251,重度污染,PM2.5,,
保定市,2014/3/25,234,重度污染,PM2.5,,
承德市,2014/3/25,155,中度污染,PM2.5,,
沧州市,2014/3/25,182,中度污染,PM2.5,,
廊坊市,2014/3/25,235,重度污染,PM2.5,,
衡水市,2014/3/25,219,重度污染,PM2.5,,
张家口市,2014/3/25,77,良,PM10,,
太原市,2014/3/25,101,轻度污染,PM10,,
大同市,2014/3/25,84,良,PM10,,
阳泉市,2014/3/25,166,中度污染,PM2.5,,
长治市,2014/3/25,99,良,PM2.5,,
临汾市,2014/3/25,119,轻度污染,PM2.5,,
呼和浩特市,2014/3/25,124,轻度污染,PM10,,
包头市,2014/3/25,130,轻度污染,PM10,,
赤峰市,2014/3/25,84,良,PM10,,
鄂尔多斯市,2014/3/25,79,良,PM10,,
沈阳市,2014/3/25,185,中度污染,PM2.5,,
大连市,2014/3/25,62,良,PM2.5,,
鞍山市,2014/3/25,168,中度污染,PM2.5,,
抚顺市,2014/3/25,105,轻度污染,PM2.5,,
本溪市,2014/3/25,95,良,PM2.5,,
丹东市,2014/3/25,83,良,PM2.5,,
锦州市,2014/3/25,222,重度污染,PM2.5,,
营口市,2014/3/25,87,良,PM2.5,,
盘锦市,2014/3/25,144,轻度污染,PM2.5,,
葫芦岛市,2014/3/25,180,中度污染,PM2.5,,
长春市,2014/3/25,186,中度污染,PM2.5,,
吉林市,2014/3/25,122,轻度污染,PM2.5,,
哈尔滨市,2014/3/25,220,重度污染,PM2.5,,
齐齐哈尔市,2014/3/25,67,良,PM2.5,,
大庆市,2014/3/25,115,轻度污染,PM2.5,,
牡丹江市,2014/3/25,145,轻度污染,PM2.5,,
上海市,2014/3/25,92,良,NO2,,
南京市,2014/3/25,115,轻度污染,PM2.5,,
无锡市,2014/3/25,107,轻度污染,PM2.5,,
徐州市,2014/3/25,140,轻度污染,PM2.5,,
常州市,2014/3/25,113,轻度污染,PM2.5,,
苏州市,2014/3/25,115,轻度污染,PM2.5,,
南通市,2014/3/25,134,轻度污染,PM2.5,,
连云港市,2014/3/25,140,轻度污染,PM2.5,,
淮安市,2014/3/25,148,轻度污染,PM2.5,,
盐城市,2014/3/25,203,重度污染,PM2.5,,
扬州市,2014/3/25,127,轻度污染,PM2.5,,
镇江市,2014/3/25,178,中度污染,PM2.5,,
泰州市,2014/3/25,178,中度污染,PM2.5,,
宿迁市,2014/3/25,137,轻度污染,PM2.5,,
杭州市,2014/3/25,82,良,NO2,,
宁波市,2014/3/25,54,良,NO2,,
温州市,2014/3/25,94,良,NO2,,
嘉兴市,2014/3/25,83,良,NO2,,
湖州市,2014/3/25,101,轻度污染,NO2,,
金华市,2014/3/25,114,轻度污染,PM2.5,,
衢州市,2014/3/25,104,轻度污染,PM2.5,,
舟山市,2014/3/25,38,优,,,
台州市,2014/3/25,60,良,PM10,,
丽水市,2014/3/25,65,良,PM10,O3,
绍兴市,2014/3/25,85,良,NO2,,
合肥市,2014/3/25,89,良,PM2.5,,
芜湖市,2014/3/25,77,良,PM10,,
马鞍山市,2014/3/25,92,良,PM2.5,,
福州市,2014/3/25,75,良,NO2,,
厦门市,2014/3/25,103,轻度污染,NO2,,
泉州市,2014/3/25,102,轻度污染,PM10,,
南昌市,2014/3/25,90,良,PM2.5,,
九江市,2014/3/25,54,良,PM10,,
济南市,2014/3/25,190,中度污染,PM2.5,,
青岛市,2014/3/25,88,良,PM2.5,,
淄博市,2014/3/25,219,重度污染,PM2.5,,
枣庄市,2014/3/25,206,重度污染,PM2.5,,
东营市,2014/3/25,219,重度污染,PM2.5,,
烟台市,2014/3/25,112,轻度污染,PM2.5,,
潍坊市,2014/3/25,193,中度污染,PM2.5,,
济宁市,2014/3/25,176,中度污染,PM2.5,,
泰安市,2014/3/25,229,重度污染,PM2.5,,
威海市,2014/3/25,96,良,O3,,
日照市,2014/3/25,132,轻度污染,PM2.5,,
莱芜市,2014/3/25,213,重度污染,PM2.5,,
临沂市,2014/3/25,213,重度污染,PM2.5,,
德州市,2014/3/25,207,重度污染,PM2.5,,
聊城市,2014/3/25,199,中度污染,PM2.5,,
滨州市,2014/3/25,266,重度污染,PM2.5,,
菏泽市,2014/3/25,144,轻度污染,PM2.5,,
郑州市,2014/3/25,180,中度污染,PM2.5,,
开封市,2014/3/25,178,中度污染,PM2.5,,
洛阳市,2014/3/25,127,轻度污染,PM2.5,,
平顶山市,2014/3/25,158,中度污染,PM2.5,,
安阳市,2014/3/25,182,中度污染,PM2.5,,
焦作市,2014/3/25,153,中度污染,PM2.5,,
三门峡市,2014/3/25,128,轻度污染,PM2.5,,
武汉市,2014/3/25,102,轻度污染,PM2.5,,
宜昌市,2014/3/25,135,轻度污染,PM2.5,,
荆州市,2014/3/25,95,良,PM2.5,,
长沙市,2014/3/25,100,良,PM2.5,,
株洲市,2014/3/25,105,轻度污染,PM2.5,,
湘潭市,2014/3/25,95,良,PM2.5,,
岳阳市,2014/3/25,78,良,PM10,,
常德市,2014/3/25,76,良,SO2,,
张家界市,2014/3/25,92,良,PM2.5,,
广州市,2014/3/25,94,良,NO2,,
韶关市,2014/3/25,99,良,PM2.5,,
深圳市,2014/3/25,55,良,NO2,PM10,
珠海市,2014/3/25,59,良,O3,,
汕头市,2014/3/25,104,轻度污染,O3,,
佛山市,2014/3/25,76,良,O3,,
江门市,2014/3/25,61,良,O3,,
湛江市,2014/3/25,61,良,O3,,
茂名市,2014/3/25,51,良,PM10,,
肇庆市,2014/3/25,79,良,PM2.5,,
惠州市,2014/3/25,91,良,O3,,
梅州市,2014/3/25,85,良,O3,,
汕尾市,2014/3/25,70,良,PM2.5,,
河源市,2014/3/25,65,良,PM10,,
阳江市,2014/3/25,50,优,,,
清远市,2014/3/25,122,轻度污染,PM2.5,,
东莞市,2014/3/25,76,良,O3,,
中山市,2014/3/25,59,良,PM2.5,,
潮州市,2014/3/25,109,轻度污染,PM2.5,,
揭阳市,2014/3/25,124,轻度污染,PM2.5,,
云浮市,2014/3/25,42,优,,,
南宁市,2014/3/25,72,良,PM2.5,,
柳州市,2014/3/25,149,轻度污染,PM2.5,,
桂林市,2014/3/25,188,中度污染,PM2.5,,
北海市,2014/3/25,62,良,O3,,
海口市,2014/3/25,46,优,,,
三亚市,2014/3/25,43,优,,,
重庆市,2014/3/25,98,良,PM2.5,,
成都市,2014/3/25,163,中度污染,PM2.5,,
自贡市,2014/3/25,117,轻度污染,PM2.5,,
攀枝花市,2014/3/25,57,良,PM10,,
泸州市,2014/3/25,90,良,PM2.5,,
德阳市,2014/3/25,207,重度污染,PM2.5,,
绵阳市,2014/3/25,158,中度污染,PM2.5,,
南充市,2014/3/25,129,轻度污染,PM2.5,,
宜宾市,2014/3/25,99,良,PM2.5,,
贵阳市,2014/3/25,72,良,PM2.5,,
遵义市,2014/3/25,84,良,PM10,,
昆明市,2014/3/25,59,良,PM10,,
曲靖市,2014/3/25,51,良,O3,,
玉溪市,2014/3/25,63,良,O3,,
拉萨市,2014/3/25,61,良,O3,,
西安市,2014/3/25,101,轻度污染,PM10,,
铜川市,2014/3/25,98,良,PM2.5,,
宝鸡市,2014/3/25,83,良,PM10,,
咸阳市,2014/3/25,103,轻度污染,PM10,,
渭南市,2014/3/25,116,轻度污染,PM10,,
延安市,2014/3/25,103,轻度污染,PM10,,
兰州市,2014/3/25,131,轻度污染,PM10,,
嘉峪关市,2014/3/25,95,良,PM10,,
金昌市,2014/3/25,94,良,PM10,,
西宁市,2014/3/25,103,轻度污染,PM2.5,,
银川市,2014/3/25,120,轻度污染,PM10,,
石嘴山市,2014/3/25,120,轻度污染,PM10,,
乌鲁木齐市,2014/3/25,106,轻度污染,PM10,,
克拉玛依市,2014/3/25,70,良,PM10,,
库尔勒市,2014/3/25,329,严重污染,PM10,,
北京市,2014/3/24,271,重度污染,PM2.5,,
天津市,2014/3/24,169,中度污染,PM2.5,,
石家庄市,2014/3/24,159,中度污染,PM2.5,,
唐山市,2014/3/24,224,重度污染,PM2.5,,
秦皇岛市,2014/3/24,200,中度污染,PM2.5,,
邯郸市,2014/3/24,93,良,PM10,,
邢台市,2014/3/24,183,中度污染,PM2.5,,
保定市,2014/3/24,214,重度污染,PM2.5,,
承德市,2014/3/24,148,轻度污染,PM2.5,,
沧州市,2014/3/24,133,轻度污染,PM2.5,,
廊坊市,2014/3/24,255,重度污染,PM2.5,,
衡水市,2014/3/24,118,轻度污染,PM10,,
张家口市,2014/3/24,127,轻度污染,PM10,,
太原市,2014/3/24,118,轻度污染,PM2.5,,
大同市,2014/3/24,98,良,PM10,,
阳泉市,2014/3/24,159,中度污染,PM2.5,,
长治市,2014/3/24,81,良,PM10,,
临汾市,2014/3/24,79,良,PM2.5,,
呼和浩特市,2014/3/24,134,轻度污染,PM10,,
包头市,2014/3/24,121,轻度污染,PM10,,
赤峰市,2014/3/24,133,轻度污染,PM10,,
鄂尔多斯市,2014/3/24,94,良,O3,,
沈阳市,2014/3/24,143,轻度污染,PM2.5,,
大连市,2014/3/24,83,良,PM2.5,,
鞍山市,2014/3/24,132,轻度污染,PM2.5,,
抚顺市,2014/3/24,104,轻度污染,PM2.5,,
本溪市,2014/3/24,107,轻度污染,PM2.5,,
丹东市,2014/3/24,65,良,PM2.5,,
锦州市,2014/3/24,185,中度污染,PM2.5,,
营口市,2014/3/24,93,良,PM2.5,,
盘锦市,2014/3/24,143,轻度污染,PM2.5,,
葫芦岛市,2014/3/24,156,中度污染,PM2.5,,
长春市,2014/3/24,154,中度污染,PM10,,
吉林市,2014/3/24,118,轻度污染,PM2.5,,
哈尔滨市,2014/3/24,165,中度污染,PM2.5,,
齐齐哈尔市,2014/3/24,89,良,PM2.5,,
大庆市,2014/3/24,176,中度污染,PM2.5,,
牡丹江市,2014/3/24,110,轻度污染,PM2.5,,
上海市,2014/3/24,55,良,PM10,,
南京市,2014/3/24,108,轻度污染,PM10,PM2.5,
无锡市,2014/3/24,103,轻度污染,NO2,,
徐州市,2014/3/24,114,轻度污染,PM2.5,,
常州市,2014/3/24,127,轻度污染,PM2.5,,
苏州市,2014/3/24,80,良,NO2,,
南通市,2014/3/24,99,良,NO2,,
连云港市,2014/3/24,97,良,PM2.5,,
淮安市,2014/3/24,115,轻度污染,PM2.5,,
盐城市,2014/3/24,123,轻度污染,PM2.5,,
扬州市,2014/3/24,125,轻度污染,PM2.5,,
镇江市,2014/3/24,113,轻度污染,PM2.5,,
泰州市,2014/3/24,156,中度污染,PM2.5,,
宿迁市,2014/3/24,123,轻度污染,PM2.5,,
杭州市,2014/3/24,73,良,NO2,,
宁波市,2014/3/24,70,良,O3,,
温州市,2014/3/24,89,良,NO2,,
嘉兴市,2014/3/24,87,良,PM2.5,,
湖州市,2014/3/24,98,良,PM2.5,,
金华市,2014/3/24,87,良,PM2.5,,
衢州市,2014/3/24,99,良,PM2.5,,
舟山市,2014/3/24,43,优,,,
台州市,2014/3/24,61,良,PM10,,
丽水市,2014/3/24,54,良,PM10,,
绍兴市,2014/3/24,53,良,NO2,,
合肥市,2014/3/24,133,轻度污染,PM2.5,,
芜湖市,2014/3/24,99,良,PM10,,
马鞍山市,2014/3/24,110,轻度污染,PM2.5,,
福州市,2014/3/24,70,良,NO2,,
厦门市,2014/3/24,138,轻度污染,O3,,
泉州市,2014/3/24,59,良,PM10,,
南昌市,2014/3/24,90,良,PM2.5,,
九江市,2014/3/24,70,良,PM10,,
济南市,2014/3/24,123,轻度污染,PM10,,
青岛市,2014/3/24,61,良,PM10,,
淄博市,2014/3/24,144,轻度污染,PM2.5,,
枣庄市,2014/3/24,159,中度污染,PM2.5,,
东营市,2014/3/24,150,轻度污染,PM2.5,,
烟台市,2014/3/24,64,良,O3,,
潍坊市,2014/3/24,118,轻度污染,PM10,PM2.5,
济宁市,2014/3/24,122,轻度污染,PM2.5,,
泰安市,2014/3/24,110,轻度污染,PM2.5,,
威海市,2014/3/24,79,良,O3,,
日照市,2014/3/24,85,良,PM10,,
莱芜市,2014/3/24,148,轻度污染,PM2.5,,
临沂市,2014/3/24,176,中度污染,PM2.5,,
德州市,2014/3/24,152,中度污染,PM2.5,,
聊城市,2014/3/24,128,轻度污染,PM2.5,,
滨州市,2014/3/24,289,重度污染,PM10,,
菏泽市,2014/3/24,120,轻度污染,PM2.5,,
郑州市,2014/3/24,130,轻度污染,PM2.5,,
开封市,2014/3/24,183,中度污染,PM2.5,,
洛阳市,2014/3/24,78,良,PM2.5,,
平顶山市,2014/3/24,143,轻度污染,PM2.5,,
安阳市,2014/3/24,102,轻度污染,PM2.5,,
焦作市,2014/3/24,90,良,PM2.5,,
三门峡市,2014/3/24,85,良,PM2.5,,
武汉市,2014/3/24,144,轻度污染,PM2.5,,
宜昌市,2014/3/24,218,重度污染,PM2.5,,
荆州市,2014/3/24,125,轻度污染,PM2.5,,
长沙市,2014/3/24,120,轻度污染,PM2.5,,
株洲市,2014/3/24,105,轻度污染,PM2.5,,
湘潭市,2014/3/24,93,良,PM2.5,,
岳阳市,2014/3/24,90,良,PM10,PM2.5,
常德市,2014/3/24,103,轻度污染,PM2.5,,
张家界市,2014/3/24,133,轻度污染,PM2.5,,
广州市,2014/3/24,112,轻度污染,O3,,
韶关市,2014/3/24,124,轻度污染,PM2.5,,
深圳市,2014/3/24,56,良,PM10,,
珠海市,2014/3/24,55,良,O3,,
汕头市,2014/3/24,57,良,PM10,,
佛山市,2014/3/24,88,良,NO2,,
江门市,2014/3/24,80,良,O3,,
湛江市,2014/3/24,61,良,O3,,
茂名市,2014/3/24,53,良,PM10,O3,
肇庆市,2014/3/24,130,轻度污染,PM2.5,,
惠州市,2014/3/24,84,良,O3,,
梅州市,2014/3/24,89,良,O3,,
汕尾市,2014/3/24,61,良,O3,,
河源市,2014/3/24,92,良,PM2.5,,
阳江市,2014/3/24,59,良,O3,,
清远市,2014/3/24,138,轻度污染,PM2.5,,
东莞市,2014/3/24,144,轻度污染,O3,,
中山市,2014/3/24,51,良,PM10,,
潮州市,2014/3/24,75,良,PM2.5,,
揭阳市,2014/3/24,87,良,O3,,
云浮市,2014/3/24,57,良,PM2.5,,
南宁市,2014/3/24,118,轻度污染,PM2.5,,
柳州市,2014/3/24,137,轻度污染,PM2.5,,
桂林市,2014/3/24,175,中度污染,PM2.5,,
北海市,2014/3/24,75,良,O3,,
海口市,2014/3/24,44,优,,,
三亚市,2014/3/24,49,优,,,
重庆市,2014/3/24,97,良,PM2.5,,
成都市,2014/3/24,117,轻度污染,PM2.5,,
自贡市,2014/3/24,118,轻度污染,PM2.5,,
攀枝花市,2014/3/24,52,良,PM10,,
泸州市,2014/3/24,112,轻度污染,PM2.5,,
德阳市,2014/3/24,145,轻度污染,PM2.5,,
绵阳市,2014/3/24,97,良,PM2.5,,
南充市,2014/3/24,114,轻度污染,PM2.5,,
宜宾市,2014/3/24,118,轻度污染,PM2.5,,
贵阳市,2014/3/24,45,优,,,
遵义市,2014/3/24,73,良,PM2.5,,
昆明市,2014/3/24,53,良,PM10,,
曲靖市,2014/3/24,44,优,,,
玉溪市,2014/3/24,58,良,O3,,
拉萨市,2014/3/24,67,良,O3,,
西安市,2014/3/24,99,良,PM10,,
铜川市,2014/3/24,93,良,PM10,,
宝鸡市,2014/3/24,93,良,PM10,,
咸阳市,2014/3/24,83,良,NO2,,
渭南市,2014/3/24,90,良,PM10,,
延安市,2014/3/24,109,轻度污染,PM10,,
兰州市,2014/3/24,117,轻度污染,PM10,,
嘉峪关市,2014/3/24,115,轻度污染,PM10,,
金昌市,2014/3/24,108,轻度污染,PM10,,
西宁市,2014/3/24,88,良,PM2.5,,
银川市,2014/3/24,114,轻度污染,PM10,,
石嘴山市,2014/3/24,110,轻度污染,PM10,,
乌鲁木齐市,2014/3/24,125,轻度污染,PM10,,
克拉玛依市,2014/3/24,108,轻度污染,PM10,,
库尔勒市,2014/3/24,500,严重污染,PM10,,
北京市,2014/3/23,186,中度污染,PM2.5,,
天津市,2014/3/23,218,重度污染,PM2.5,,
石家庄市,2014/3/23,145,轻度污染,PM2.5,,
唐山市,2014/3/23,247,重度污染,PM2.5,,
秦皇岛市,2014/3/23,152,中度污染,PM2.5,,
邯郸市,2014/3/23,105,轻度污染,PM2.5,,
邢台市,2014/3/23,207,重度污染,PM2.5,,
保定市,2014/3/23,160,中度污染,PM2.5,,
承德市,2014/3/23,97,良,PM10,,
沧州市,2014/3/23,152,中度污染,PM2.5,,
廊坊市,2014/3/23,210,重度污染,PM2.5,,
衡水市,2014/3/23,142,轻度污染,PM2.5,,
张家口市,2014/3/23,112,轻度污染,PM10,,
太原市,2014/3/23,92,良,PM10,,
大同市,2014/3/23,81,良,PM10,,
阳泉市,2014/3/23,140,轻度污染,PM2.5,,
长治市,2014/3/23,84,良,PM10,,
临汾市,2014/3/23,83,良,PM2.5,,
呼和浩特市,2014/3/23,107,轻度污染,PM10,,
包头市,2014/3/23,110,轻度污染,PM10,,
赤峰市,2014/3/23,106,轻度污染,PM10,,
鄂尔多斯市,2014/3/23,98,良,O3,,
沈阳市,2014/3/23,166,中度污染,PM2.5,,
大连市,2014/3/23,179,中度污染,PM2.5,,
鞍山市,2014/3/23,176,中度污染,PM2.5,,
抚顺市,2014/3/23,95,良,PM2.5,,
本溪市,2014/3/23,147,轻度污染,PM2.5,,
丹东市,2014/3/23,139,轻度污染,PM2.5,,
锦州市,2014/3/23,139,轻度污染,PM2.5,,
营口市,2014/3/23,139,轻度污染,PM2.5,,
盘锦市,2014/3/23,139,轻度污染,PM2.5,,
葫芦岛市,2014/3/23,138,轻度污染,PM2.5,,
长春市,2014/3/23,108,轻度污染,PM2.5,,
吉林市,2014/3/23,88,良,PM2.5,,
哈尔滨市,2014/3/23,103,轻度污染,NO2,,
齐齐哈尔市,2014/3/23,59,良,PM10,PM2.5,
大庆市,2014/3/23,80,良,PM2.5,,
牡丹江市,2014/3/23,77,良,PM2.5,,
上海市,2014/3/23,58,良,O3,,
南京市,2014/3/23,90,良,PM10,,
无锡市,2014/3/23,71,良,PM10,,
徐州市,2014/3/23,92,良,PM2.5,,
常州市,2014/3/23,83,良,PM2.5,,
苏州市,2014/3/23,61,良,PM10,,
南通市,2014/3/23,70,良,PM10,,
连云港市,2014/3/23,98,良,PM2.5,,
淮安市,2014/3/23,109,轻度污染,PM2.5,,
盐城市,2014/3/23,82,良,PM2.5,,
扬州市,2014/3/23,115,轻度污染,PM2.5,,
镇江市,2014/3/23,113,轻度污染,PM2.5,,
泰州市,2014/3/23,107,轻度污染,PM2.5,,
宿迁市,2014/3/23,118,轻度污染,PM2.5,,
杭州市,2014/3/23,93,良,NO2,,
宁波市,2014/3/23,52,良,O3,,
温州市,2014/3/23,75,良,NO2,,
嘉兴市,2014/3/23,70,良,O3,,
湖州市,2014/3/23,85,良,PM2.5,,
金华市,2014/3/23,70,良,PM2.5,,
衢州市,2014/3/23,80,良,PM2.5,,
舟山市,2014/3/23,56,良,O3,,
台州市,2014/3/23,63,良,PM10,,
丽水市,2014/3/23,58,良,O3,,
绍兴市,2014/3/23,60,良,NO2,,
合肥市,2014/3/23,108,轻度污染,PM2.5,,
芜湖市,2014/3/23,93,良,PM10,,
马鞍山市,2014/3/23,87,良,PM10,,
福州市,2014/3/23,64,良,NO2,,
厦门市,2014/3/23,64,良,NO2,,
泉州市,2014/3/23,55,良,PM10,,
南昌市,2014/3/23,95,良,PM2.5,,
九江市,2014/3/23,82,良,PM10,,
济南市,2014/3/23,120,轻度污染,PM10,,
青岛市,2014/3/23,99,良,PM2.5,,
淄博市,2014/3/23,201,重度污染,PM2.5,,
枣庄市,2014/3/23,134,轻度污染,PM2.5,,
东营市,2014/3/23,173,中度污染,PM2.5,,
烟台市,2014/3/23,150,轻度污染,PM2.5,,
潍坊市,2014/3/23,204,重度污染,PM2.5,,
济宁市,2014/3/23,104,轻度污染,PM2.5,,
泰安市,2014/3/23,108,轻度污染,PM10,,
威海市,2014/3/23,118,轻度污染,PM2.5,,
日照市,2014/3/23,107,轻度污染,PM10,PM2.5,
莱芜市,2014/3/23,129,轻度污染,PM2.5,,
临沂市,2014/3/23,185,中度污染,PM2.5,,
德州市,2014/3/23,159,中度污染,PM2.5,,
聊城市,2014/3/23,118,轻度污染,PM2.5,,
滨州市,2014/3/23,211,重度污染,PM2.5,,
